id	bloque	titulo	cuerpo
379	Ámbito autonómico y municipal	Desmantellament del polígon de tir de les Bardenas Reales	<p>Convertiremos el polígono de tiro de las Bardenas en un entorno natural para el disfrute de los navarros y las navarras. Para ello, será necesario:</p><ul><li>Someter a consulta popular la renovación del contrato de arrendamiento. </li><li>Levantar la declaración de «zona de interés para la defensa».</li><li>Proceder al desmantelamiento del polígono. </li><li>Realizar un análisis ecológico y sanitario del entorno.</li><li>Procurar la reutilización de los recursos naturales en un sentido social, cultural y ecológico.</li></ul>
380	Ámbito autonómico y municipal	Paralització de les obres del tren d’alta velocitat	<p>Paralizaremos las obras del TAV hasta que dispongamos de un estudio exhaustivo y de una reformulación del proyecto en su conjunto, es decir, sus fundamentos, los planes de inversión pública en infraestructuras y de movilidad global, así como un estudio de viabilidad ferroviaria. Durante este proceso priorizaremos el debate social sobre las diversas alternativas que surjan en torno al proyecto.</p><p>euskadi / País Vasco</p>
381	Ámbito autonómico y municipal	Regeneració del teixit productiu de les zones industrials	<p>Impulsaremos un plan de recuperación de las zonas industriales de la margen izquierda vizcaína (Barakaldo, Sestao, Portugalete y Santurtzi,) y de la zona industrial de Guipúzcoa (Pasaia y Errenteria), y apostaremos por la producción y el desarrollo de nuevas tecnologías en el sector metalúrgico (mayor I+D+i), los productos de alto valor añadido y la formación como vía hacia la reinserción de los profesionales del sector.</p>
382	Ámbito autonómico y municipal	Obertura d’un procés de diàleg per a l’ampliació de competències transferides al País Basc	<p>Instaremos a las Cortes Generales a avanzar en materia de transferencias al País Vasco, y en este sentido otorgaremos prioridad a las competencias relativas a la inspección de trabajo y a la Administración, así como a la gestión de lo relacionado con la Seguridad Social, sin que esto suponga la ruptura de la caja única.</p><p>La Rioja</p>
383	Ámbito autonómico y municipal	Pla urgent de reindustrialització per a la Rioja	<p>Incluiremos a La Rioja en un plan urgente de reindustrialización, junto a otros territorios del eje del Ebro, dentro del plan de inversiones para Europa (conocido como «plan Juncker»), pues la situación estratégica del eje del Ebro, nexo entre el arco atlántico y el arco mediterráneo, justifica la necesidad de dotar al territorio riojano de un dinamismo industrial perdido durante los últimos decenios.</p>
384	Ámbito autonómico y municipal	Eliminació del requisit de no tenir deutes amb les administracions públiques per poder accedir als fons dels serveis socials	<p>Convertiremos las ayudas de emergencia social en fondos o derechos inembargables y paralizaremos los embargos relativos a este tipo de ayudas que están en vigor.</p><p>comunitat valenciana / Comunidad valenciana</p>
385	Ámbito autonómico y municipal	Pla integral per millorar les infraestructures de transport i comunicacions	<p>Implementaremos un plan integral para mejorar las infraestructuras de transporte y comunicaciones en la Comunidad Valenciana que conlleve:</p><ul><li>La eliminación del peaje de la AP-7 y la mejora de los accesos.</li><li>La mejora de la red ferroviaria regional y de Cercanías.</li><li>La mejora de las infraestructuras de transporte del interior de la Comunidad Valenciana y de la vertebración con el resto del Estado, con Europa y con el Mediterráneo.</li><li>La revitalización de los puertos marítimos de Alicante y Castellón, para lo cual se priorizará la construcción de accesos ferroviarios.</li></ul>
386	Ámbito autonómico y municipal	Augment del finançament estatal de suport a l’emprenedoria i a les pimes	<p>Aplicaremos un complemento de un 20 % con cargo a los Presupuestos Generales del Estado de los fondos destinados por la Comunidad Valenciana a las siguientes partidas:</p><ul><li>Promoción de emprendedores.</li><li>Cooperativismo y economía social.</li><li>Planificación y previsión económica.</li><li>Política industrial.</li><li>Ordenación y promoción comercial.</li><li>Comercio exterior.</li></ul>
387	Ámbito autonómico y municipal	Suport a l’agricultura, la ramaderia i la pesca	<p>Aplicaremos un complemento de un 20 % con cargo a los Presupuestos Generales del Estado de los fondos destinados por la Comunidad Valenciana a las siguientes partidas:</p><ul><li>Investigación y tecnología agraria.</li><li>Ordenación y mejora de la producción pesquera.</li><li>Fomento y garantía agraria.</li><li>Concentración de la oferta y el cooperativismo.</li><li>Calidad agroalimentaria.</li><li>Desarrollo del medio rural.</li><li>Desarrollo y mejora de la ganadería.</li><li>Gestión e infraestructuras de recursos hidráulicos.</li><li>Saneamiento y depuración de aguas e infraestructuras agrarias.</li></ul>
388	Ámbito autonómico y municipal	Preservació dels espais naturals	<p>Promoveremos actuaciones orientadas a la preservación de los espacios naturales y para ello: </p><ul><li>Paralizaremos o evitaremos actuaciones contra el medio ambiente, en particular las vinculadas al proyecto Castor. Respecto a este proyecto, desmantelaremos las infraestructuras existentes y exigiremos la depuración de responsabilidades.</li><li>Emprenderemos acciones que faciliten la declaración de la Albufera como reserva de la biosfera y los humedales de la comarca de La Safor como parque natural.</li><li>Implementaremos planes de acción orientados a la sostenibilidad medioambiental y socioeconómica en la Vega Baja, la Serranía Celtibérica, el área metropolitana de Valencia y L’Horta, para garantizar un marco sostenible de recursos hídricos en toda la Comunidad Valenciana.</li></ul>
389	Democràcia Econòmica	Turisme sostenible	<p>Desarrollaremos un plan de sostenibilidad del turismo, mediante acuerdos concretos con los distintos actores y en un horizonte temporal de quince años, que establezca nuevas bases para el desarrollo de un nuevo modelo turístico para España y para cada una de las comunidades autónomas y municipios turísticos.</p><p>Estableceremos un nuevo marco regulador del turismo en relación con su impacto medioambiental, cultural y social mediante la creación de la etiqueta verde, impulsada por el Ministerio de Industria, Energía y Turismo, con la participación de comunidades autónomas, asociaciones empresariales, sindicatos, organismos de investigación y gestión medioambiental y otros agentes sociales en el territorio, tales como municipios o grupos de acción local.</p><p>Aseguraremos  procesos  productivos  sostenibles  mediante regulaciones adecuadas de los sistemas de trans- porte de los suministros, embalajes y reciclaje.</p><p>Impulsaremos el desarrollo de modelos de gestión de los establecimientos, de los servicios y de los destinos turísticos, así como de las instituciones que participan de ellos, basados en criterios eco-eficientes.</p><p>Promoveremos el desarrollo de los destinos turísticos gestionados mediante organismos participativos, capaces de incorporar los intereses de los distintos actores: empresarios, trabajadores, ciudadanos, gestores, investigadores, técnicos y responsables políticos.</p>
390	Democracia Social	Inembargabilitat del primer i únic habitatge	<p>Promoveremos una declaración de inembargabilidad e inejecutabilidad de la primera y única vivienda, de ocupación permanente. Todo inmueble destinado a ser vivienda única y de ocupación permanente se declarará como un bien inembargable e inejecutable, salvo en caso de renuncia expresa del titular. </p><p>En caso de fallecimiento del titular del inmueble, la inembargabilidad e inejucatibilidad afectará a los familiares con ocupación permanente en dicho inmueble y que no tengan alternativa habitacional. Se entenderá por familiares aquellos con ascendencia o descendencia directa del antiguo titular fallecido.</p><p>Las garantías de inembargabilidad e inejecutable no serán oponibles respecto de deudas originadas en obligaciones alimentarias, impuestos, tasas, contribuciones, expensas que graven directamente la vivienda u obligaciones con garantía real sobre el inmueble y que hubiere sido constituida a los efectos de la adquisición, construcción o mejoras de la vivienda única.</p>
391	Democracia Social	Eliminació de les clàusules abusives	<p>Promoveremos la eliminación automática e incondicional por parte de las entidades bancarias —y sin previa petición del titular— de las cláusulas declaradas abusivas por los tribunales, bajo apercibimiento de sanción en caso de no hacerlo. </p>
392	Democracia Social	Observatori del Dret a l'Habitatge	<p>Crearemos el Observatorio del Derecho a la Vivienda (ODV), con el objetivo de investigar y analizar la situación de la vivienda en España.</p><p>Las funciones del ODV incluirán la elaboración de censos periódicos de viviendas vacías, la realización de un seguimiento de las políticas públicas, y la elaboración de informes. Las capacidades del ODV no solo deben ser consultivas, sino también de control, seguimiento, denuncia, ejecución y elaboración de propuestas legislativas. </p><p>El ODV estará compuesto por representantes de las instituciones y de la sociedad civil.</p>
